reutiliza_contraseñas,longitud_promedio,usa_gestor,usa_2fa,cambia_password_tras_filtracion,actualizaciones_automaticas,dias_desde_actualizacion,actualiza_apps,usa_wifi_publico_sin_vpn,usa_vpn,hace_clic_enlaces_desconocidos,comparte_red_o_dispositivos,hace_backups_regulares,backups_automaticos_en_nube,bloqueo_automatico,disco_cifrado,acceso_remoto_habilitado,riesgo_categoria
True,11,False,False,False,True,62,False,True,True,False,False,False,False,False,False,False,Medio
True,11,False,True,False,True,30,False,False,False,False,False,True,False,True,True,False,Bajo
True,16,False,False,True,False,283,False,True,False,False,True,False,True,False,False,False,Medio
False,12,False,False,True,True,28,False,False,False,False,True,False,True,True,False,False,Bajo
True,8,True,True,False,False,82,True,False,True,False,False,False,False,True,False,False,Medio
True,12,True,True,True,False,46,False,False,True,False,False,True,False,True,True,False,Bajo
True,9,True,True,True,True,8,False,False,True,False,True,True,False,False,False,False,Medio
True,13,True,False,False,True,92,True,False,False,True,False,True,True,False,True,False,Medio
True,10,True,False,False,False,71,True,False,False,False,False,True,True,True,False,False,Medio
False,12,True,True,True,True,49,False,True,False,False,False,False,False,False,False,False,Medio
False,12,False,False,True,False,50,True,True,False,False,False,False,False,False,False,False,Medio
False,15,True,True,True,False,44,True,False,True,False,False,True,True,True,False,False,Bajo
True,6,False,False,False,False,37,False,True,False,True,True,False,True,True,False,False,Alto
False,21,True,True,True,True,60,False,False,False,False,False,True,True,True,False,False,Bajo
False,15,False,True,True,True,3,False,True,True,False,False,False,True,True,False,False,Medio
True,7,False,True,False,True,249,False,True,False,True,False,False,False,True,False,False,Medio
False,15,False,True,False,False,114,False,True,False,False,False,False,True,True,True,False,Bajo
False,13,False,False,False,True,16,True,True,False,False,False,False,False,False,False,False,Medio
False,12,False,False,False,False,41,False,True,False,False,False,False,False,True,False,True,Medio
False,8,True,False,False,False,66,True,True,False,False,True,True,False,True,False,False,Medio
False,9,True,False,False,True,69,True,False,True,False,False,False,False,True,False,False,Medio
False,16,True,True,False,False,23,True,True,False,False,False,True,False,True,False,False,Bajo
False,15,False,False,False,True,44,False,False,False,False,False,True,False,False,False,False,Bajo
True,13,True,True,True,True,13,True,False,False,False,False,True,False,True,True,False,Bajo
True,10,False,False,True,False,13,False,False,False,False,True,False,False,True,False,False,Medio
True,10,False,False,False,False,65,False,True,False,True,True,False,True,False,True,False,Medio
False,14,True,False,True,True,27,True,False,False,False,False,False,False,True,True,False,Bajo
False,16,False,False,True,False,47,True,False,False,False,False,False,True,True,True,False,Bajo
True,6,False,False,False,True,26,False,True,False,True,False,False,True,True,False,False,Medio
False,12,False,True,True,False,12,True,True,False,False,False,True,True,True,False,False,Bajo
False,13,False,False,False,True,41,False,False,False,False,True,False,True,False,False,True,Medio
False,17,True,False,True,False,19,True,False,True,False,True,True,False,True,False,False,Bajo
True,11,False,False,False,True,40,True,True,False,False,False,False,False,False,False,False,Alto
False,5,False,False,False,False,34,False,False,False,False,True,True,False,True,True,False,Bajo
True,16,False,True,True,False,16,True,False,True,True,True,True,True,False,False,True,Medio
False,5,False,True,False,False,31,True,False,False,True,True,True,True,False,True,False,Bajo
True,8,False,False,False,False,189,False,False,False,False,False,True,False,True,False,True,Medio
False,14,False,False,True,True,42,True,False,False,False,False,False,True,False,False,False,Medio
True,14,False,False,True,False,14,False,False,True,False,False,False,False,False,False,True,Medio
False,16,True,True,True,True,9,False,False,True,False,False,True,False,True,True,False,Bajo
True,15,True,False,True,True,13,True,False,False,True,False,False,False,True,True,False,Bajo
True,11,False,False,False,True,69,False,True,False,False,False,False,False,False,False,False,Medio
True,10,True,False,False,True,5,True,False,False,False,False,True,False,True,False,False,Bajo
True,16,True,True,False,False,15,False,False,True,False,True,True,False,True,True,False,Bajo
True,11,False,False,False,False,58,False,True,False,False,True,False,False,True,False,False,Alto
False,16,False,False,False,True,188,False,True,False,False,False,True,False,False,True,False,Medio
False,19,False,True,True,False,54,True,True,False,False,True,True,True,True,False,False,Medio
True,13,True,False,False,False,3,True,False,False,False,False,True,False,False,False,False,Medio
True,20,True,True,False,True,39,True,False,False,True,False,True,True,True,True,True,Bajo
True,15,False,False,True,True,19,False,False,False,False,False,True,False,False,False,False,Medio
False,16,False,False,False,True,4,True,False,True,False,False,False,False,False,False,False,Bajo
False,12,True,True,False,False,35,True,True,False,False,True,False,False,True,False,False,Bajo
False,13,False,True,False,True,2,False,False,False,False,True,True,True,False,False,True,Medio
False,10,True,True,False,False,17,False,False,True,True,False,False,True,False,False,False,Medio
False,11,False,False,False,False,231,True,True,False,True,True,False,False,False,False,False,Alto
False,13,True,False,True,False,3,True,False,False,True,False,True,True,True,True,False,Bajo
True,12,False,True,False,False,92,False,True,False,True,True,False,False,True,False,False,Alto
False,4,True,False,False,True,44,True,False,False,True,False,False,True,False,False,False,Medio
False,17,True,False,False,True,61,False,True,False,True,False,True,False,False,True,False,Medio
True,12,False,True,False,True,108,True,True,False,False,True,False,True,False,True,False,Medio
True,17,False,True,False,True,110,False,False,False,False,False,False,True,False,False,True,Alto
False,16,True,True,True,False,99,True,False,True,False,True,True,True,True,False,False,Bajo
True,14,False,True,True,False,64,True,False,True,True,False,False,True,False,False,False,Medio
False,11,True,True,False,True,1,True,False,True,False,False,False,False,True,False,False,Bajo
False,15,True,True,True,True,28,True,True,True,False,False,False,False,False,True,False,Bajo
False,8,True,False,False,False,0,True,False,False,True,False,True,False,True,False,False,Medio
False,8,False,False,False,False,173,False,True,False,False,True,True,False,False,False,False,Medio
False,13,True,False,False,False,20,True,True,False,False,False,False,True,True,False,True,Bajo
False,9,True,True,False,False,52,False,True,False,False,False,False,True,False,False,False,Medio
True,12,True,False,False,True,33,False,False,False,False,False,False,True,True,True,False,Bajo
False,16,False,True,True,False,9,False,False,False,False,False,False,False,True,True,False,Bajo
False,13,True,False,False,True,84,False,False,True,False,False,True,True,False,False,False,Medio
True,12,True,False,False,False,17,True,False,False,False,True,False,True,True,True,False,Medio
False,17,True,True,True,True,8,True,False,True,False,False,True,True,False,True,False,Bajo
False,15,False,True,True,True,5,True,False,True,False,False,True,False,True,False,False,Bajo
True,4,False,True,False,True,154,False,False,False,False,True,False,False,False,False,True,Alto
False,17,True,True,False,True,34,True,False,True,False,False,True,True,True,False,False,Bajo
False,12,True,False,False,True,4,True,False,False,True,False,False,False,True,True,False,Bajo
True,18,False,True,True,False,31,True,False,True,False,False,False,False,True,False,False,Medio
False,23,True,False,True,True,22,True,False,True,False,False,False,False,True,False,False,Medio
True,15,False,True,False,False,28,True,True,True,False,False,True,False,True,True,False,Bajo
True,11,True,True,True,False,136,False,False,False,False,False,False,False,False,True,False,Medio
False,13,False,False,True,True,28,True,True,False,True,False,True,False,True,False,False,Bajo
True,6,True,True,False,False,212,False,False,False,False,True,False,False,False,False,False,Alto
False,16,True,True,False,True,0,True,False,False,False,False,True,False,False,False,False,Bajo
False,21,False,False,False,True,50,True,False,False,False,False,True,True,True,True,False,Bajo
True,7,False,True,False,False,30,False,True,False,True,False,True,False,False,False,False,Medio
False,11,False,False,False,False,23,True,False,False,False,False,True,False,False,False,False,Medio
False,14,False,True,True,True,23,False,True,False,False,True,True,True,False,True,False,Bajo
False,11,True,False,True,False,12,False,True,False,False,False,True,False,False,False,False,Medio
True,4,False,False,False,False,121,False,True,False,False,True,False,False,False,False,False,Alto
True,13,False,True,False,True,14,True,True,False,False,False,True,True,False,True,False,Bajo
True,9,False,False,False,True,66,False,False,False,True,False,True,True,True,False,True,Alto
True,10,False,False,False,True,6,True,False,True,True,False,False,True,False,False,False,Medio
False,15,False,False,True,False,3,True,False,False,False,False,True,False,False,False,False,Medio
True,9,False,True,False,True,28,True,False,False,True,True,True,False,False,False,False,Bajo
True,15,True,False,False,False,36,False,False,False,False,False,False,False,False,False,True,Medio
False,13,False,False,True,False,59,False,False,False,False,True,True,False,False,True,False,Bajo
False,8,True,True,False,False,9,False,False,False,False,True,True,False,False,False,True,Medio
False,15,False,True,False,False,45,True,True,False,False,False,False,True,False,True,True,Medio
False,16,True,False,True,True,9,False,False,False,False,False,True,True,True,True,False,Bajo
False,19,False,True,True,False,4,False,False,True,False,False,False,True,True,True,False,Bajo
False,13,False,False,False,True,91,True,True,True,False,False,False,False,False,True,False,Medio
False,16,False,False,True,True,5,True,True,False,False,False,True,False,True,False,False,Bajo
True,14,False,False,True,True,156,False,True,False,False,False,True,False,True,False,False,Medio
True,16,False,False,False,False,241,False,False,False,False,True,True,False,False,False,False,Medio
True,14,False,False,False,True,47,False,False,False,True,True,False,False,False,False,True,Medio
True,17,True,False,True,True,7,True,True,False,False,True,True,True,False,True,False,Bajo
False,11,False,False,False,True,37,True,False,True,False,False,False,False,False,False,False,Medio
False,12,False,False,True,False,3,True,True,False,False,False,True,True,True,True,False,Bajo
False,15,True,True,False,True,66,True,False,True,False,False,False,True,True,True,False,Bajo
False,11,False,False,False,False,27,False,False,False,False,False,True,False,True,False,False,Medio
True,13,True,False,True,True,15,True,False,False,True,False,False,False,True,False,False,Medio
False,15,False,True,False,True,46,False,True,False,False,True,False,False,True,False,False,Medio
True,14,True,True,True,False,39,True,False,True,False,False,False,True,True,False,False,Medio
False,12,False,True,True,True,13,True,True,False,False,False,False,True,True,True,False,Bajo
False,10,True,True,True,True,64,True,False,True,False,False,True,False,True,True,False,Bajo
True,14,True,True,True,False,66,True,False,False,False,False,True,False,True,True,False,Bajo
False,19,True,True,True,True,19,True,False,False,False,False,False,False,True,False,False,Bajo
False,15,True,False,True,True,24,False,False,False,False,False,True,False,True,False,False,Bajo
True,14,True,True,False,True,190,True,False,True,False,False,False,True,False,False,True,Medio
False,14,False,False,True,True,17,False,False,False,False,False,True,False,True,False,False,Bajo
False,17,False,True,True,True,100,False,True,False,False,False,False,False,False,True,False,Medio
False,15,False,False,True,True,85,True,False,False,True,False,False,False,True,False,False,Medio
False,15,True,False,True,True,41,True,False,False,False,True,True,True,True,True,False,Bajo
True,10,False,False,False,True,34,False,True,False,False,False,False,False,False,False,False,Alto
False,17,False,True,False,True,39,True,True,True,False,True,False,False,True,False,False,Medio
True,14,True,False,True,True,78,True,True,False,False,False,True,False,False,False,True,Medio
True,6,False,False,False,False,40,False,False,False,False,False,True,False,True,False,False,Medio
True,8,False,False,True,True,32,False,True,False,False,True,False,False,False,False,False,Alto
True,15,False,True,True,True,31,True,False,False,True,True,True,False,False,False,False,Medio
False,13,True,False,False,False,0,True,False,True,True,False,True,False,False,False,False,Medio
False,14,True,True,True,True,5,True,False,True,True,False,True,True,True,True,False,Bajo
False,13,True,True,True,True,21,True,False,True,True,False,True,False,True,False,False,Bajo
False,11,False,False,False,True,21,True,True,False,False,False,True,False,False,False,False,Medio
True,12,False,True,True,False,16,True,False,False,False,False,True,False,False,False,False,Bajo
True,11,False,False,True,False,94,False,False,False,True,True,False,False,False,False,False,Alto
True,12,False,False,True,True,154,True,True,False,True,False,False,True,False,True,True,Medio
False,11,True,True,False,True,27,True,True,False,False,False,False,False,True,False,False,Bajo
False,16,True,True,True,False,94,True,True,True,False,True,True,False,True,False,False,Medio
False,20,True,True,False,True,5,True,False,True,False,False,True,True,True,True,False,Bajo
False,17,True,False,False,True,0,False,False,True,False,False,True,True,False,False,False,Bajo
True,13,True,True,False,True,17,True,False,True,True,False,True,True,True,False,False,Bajo
False,17,False,False,False,True,77,False,True,False,False,False,False,True,False,True,False,Medio
False,13,True,False,True,True,9,False,False,True,False,True,False,False,False,False,False,Bajo
False,9,False,False,False,True,72,False,True,False,False,False,True,False,False,True,False,Medio
False,20,False,True,False,True,36,False,False,False,False,False,False,True,True,True,False,Bajo
False,21,True,True,True,True,15,False,False,True,False,False,True,True,True,True,False,Bajo
True,9,False,False,True,True,25,False,False,True,True,False,True,False,True,False,False,Medio
True,14,False,True,False,False,24,True,False,False,False,True,False,False,False,True,False,Medio
True,18,False,True,False,False,143,False,False,True,False,False,False,True,True,False,False,Medio
False,11,False,False,True,False,27,False,True,False,False,True,False,False,False,False,False,Medio
False,17,True,True,False,False,14,False,False,True,False,False,False,True,False,True,False,Bajo
False,7,False,True,False,False,75,False,True,False,False,True,False,False,False,False,False,Alto
False,7,False,False,False,True,1,False,False,True,False,True,False,False,True,True,False,Bajo
False,15,True,False,False,True,81,True,True,True,False,True,True,True,True,False,False,Bajo
True,17,False,False,True,True,6,False,False,True,True,True,True,False,True,False,False,Medio
True,13,False,False,True,False,78,False,True,True,False,True,False,False,True,False,False,Alto
True,20,False,False,False,True,204,True,False,False,False,False,False,False,True,False,False,Medio
True,14,False,True,False,True,7,True,False,False,False,False,False,True,True,False,False,Bajo
True,20,True,False,False,False,4,False,False,False,True,False,False,False,True,True,False,Medio
True,10,False,False,False,False,365,False,True,False,False,True,False,False,False,False,False,Alto
False,13,False,False,False,False,29,True,False,False,False,False,True,False,True,True,False,Bajo
True,9,False,False,True,False,57,True,False,False,False,True,False,True,False,False,False,Medio
True,12,True,False,False,False,45,False,True,False,False,True,False,False,False,False,False,Alto
False,20,False,True,True,False,9,False,False,True,False,False,True,False,True,False,False,Bajo
False,24,True,True,True,True,4,False,False,True,True,True,False,True,True,False,True,Medio
False,15,True,False,True,False,10,False,False,True,True,False,True,False,False,False,False,Medio
False,12,False,True,True,True,0,False,False,True,True,False,True,False,True,False,False,Bajo
False,12,False,True,False,False,13,False,True,False,True,True,False,False,True,False,False,Medio
False,7,False,True,False,True,45,False,False,False,True,False,False,False,True,True,False,Medio
False,14,True,False,False,False,76,True,True,True,False,False,True,False,False,False,False,Medio
True,8,True,False,True,True,5,False,False,False,False,True,False,True,False,False,False,Medio
True,9,False,False,False,False,138,False,False,True,True,True,False,False,False,False,False,Alto
False,10,True,True,True,True,10,True,False,False,False,False,False,True,False,True,True,Medio
True,12,False,False,False,True,111,True,True,False,False,False,False,False,False,False,False,Medio
True,4,False,False,False,False,60,False,True,False,True,True,False,False,True,False,False,Alto
True,12,True,False,False,False,20,True,False,False,False,False,False,False,False,False,False,Medio
False,15,True,True,True,True,11,True,False,False,False,False,True,True,True,False,False,Bajo
False,13,False,True,False,True,38,False,False,False,True,False,True,False,True,False,False,Medio
True,15,False,False,False,True,5,False,False,False,False,True,True,False,True,False,False,Bajo
True,13,False,False,False,False,60,False,False,False,False,False,False,False,False,False,False,Alto
True,15,False,False,False,True,60,True,False,False,False,False,False,True,True,False,False,Medio
True,18,True,True,True,False,16,True,False,False,False,False,False,False,False,False,True,Medio
False,11,True,True,False,True,1,True,False,False,False,False,True,False,True,False,False,Bajo
False,18,False,False,False,True,0,True,False,False,False,True,True,True,False,False,False,Bajo
True,13,False,False,True,False,251,False,True,True,True,False,False,True,False,False,False,Alto
False,7,False,False,True,True,66,True,False,False,True,False,False,False,False,False,False,Medio
True,12,False,False,False,False,185,True,False,False,True,True,False,False,False,False,False,Alto
True,4,False,False,False,False,354,False,True,True,False,True,False,False,False,False,True,Alto
False,14,True,True,False,True,19,True,False,False,False,False,True,True,True,False,False,Bajo
False,22,False,True,True,True,45,True,False,False,False,True,True,False,True,True,False,Bajo
True,9,False,False,False,False,224,True,True,False,False,False,False,True,True,True,False,Medio
True,11,False,False,False,False,211,True,False,False,True,True,False,False,False,True,False,Alto
False,18,True,False,True,True,6,False,False,True,False,True,True,True,False,False,False,Bajo
False,12,True,False,True,True,17,False,False,False,True,False,True,False,True,True,False,Bajo
False,11,False,False,False,True,16,False,False,False,False,False,True,False,False,False,True,Medio
True,11,False,False,False,False,19,True,True,False,True,True,False,False,False,False,False,Medio
True,12,False,True,False,False,113,False,True,False,False,False,False,False,False,False,False,Medio
True,20,True,False,False,True,75,True,True,False,False,True,True,True,True,True,False,Medio
False,17,True,False,False,True,22,False,False,False,True,False,True,True,False,False,True,Bajo
True,11,True,True,False,True,54,True,False,False,False,False,False,False,True,True,True,Bajo
False,21,False,True,True,True,50,True,True,True,False,False,False,True,False,False,False,Medio
False,12,True,False,False,False,9,True,True,True,True,False,False,True,False,True,False,Medio
True,8,True,True,False,False,20,True,True,True,True,False,True,False,True,False,False,Medio
False,16,False,True,True,True,16,True,False,False,False,False,True,False,True,False,False,Bajo
False,15,True,False,False,False,0,False,True,False,False,False,True,True,True,False,False,Medio
True,12,True,False,False,False,37,False,False,False,False,True,False,False,False,False,False,Medio
True,13,False,False,True,True,31,False,False,False,False,False,True,True,False,False,False,Medio
False,11,False,False,False,False,249,False,True,False,False,True,False,True,False,False,False,Medio
False,14,True,True,True,True,11,False,False,True,False,False,True,False,True,False,False,Bajo
False,8,True,False,False,False,4,False,False,False,True,True,False,True,False,False,False,Medio
False,20,True,False,False,True,5,False,False,True,False,False,True,True,True,False,False,Bajo
True,19,False,True,False,False,5,True,False,False,True,False,True,False,False,True,False,Bajo
False,13,False,False,True,True,11,False,False,True,False,False,True,True,True,False,False,Bajo
True,11,True,True,False,False,18,False,False,False,False,False,False,False,True,False,False,Bajo
False,7,True,True,True,True,33,False,False,False,False,False,False,False,True,True,True,Bajo
True,10,True,False,True,True,21,False,False,False,False,False,False,True,False,False,False,Medio
False,23,False,True,True,True,34,True,False,True,False,False,False,False,True,True,False,Bajo
False,15,False,True,False,False,75,False,True,True,False,False,False,False,False,True,False,Medio
False,16,False,False,False,False,35,False,False,True,False,False,False,False,True,False,False,Medio
True,4,False,True,False,False,36,False,False,False,False,True,False,False,False,False,False,Alto
True,6,True,True,False,False,69,False,True,False,False,True,False,False,True,True,True,Medio
True,13,True,True,False,False,138,False,False,False,False,False,False,False,False,False,False,Medio
False,18,False,False,True,True,34,True,False,True,True,False,False,False,True,False,False,Bajo
True,14,False,False,False,False,74,False,False,True,False,False,True,True,False,False,False,Medio
True,16,False,False,False,False,31,True,True,False,False,False,False,False,True,True,False,Medio
True,12,True,True,True,False,1,True,True,True,False,True,True,False,True,True,False,Medio
True,12,False,True,False,False,20,False,True,False,False,True,True,False,False,False,False,Medio
True,10,True,True,False,False,9,False,True,False,False,False,True,True,False,True,False,Bajo
True,8,False,False,False,True,114,False,False,False,False,False,True,False,False,False,False,Medio
True,9,True,True,False,False,184,True,True,False,True,True,False,False,False,False,False,Medio
False,16,False,True,True,True,1,True,False,False,False,False,False,True,True,False,False,Bajo
True,11,False,False,False,False,39,False,False,False,False,True,True,False,False,False,False,Medio
True,4,False,False,False,False,29,False,True,False,False,False,False,False,False,False,True,Alto
True,13,True,True,False,True,25,True,True,True,False,False,False,False,True,True,False,Bajo
True,8,False,False,True,True,19,False,False,True,False,False,True,True,True,True,False,Bajo
False,19,True,True,False,True,9,False,False,False,False,True,False,True,False,False,False,Bajo
False,16,False,True,True,False,9,False,False,True,False,False,True,False,True,True,False,Bajo
True,10,False,False,True,False,52,False,True,False,True,False,False,False,False,False,False,Alto
True,10,False,False,False,True,95,False,False,False,True,True,False,True,True,False,False,Medio
True,15,True,False,True,False,0,False,False,True,False,True,True,True,False,False,False,Medio
True,18,True,False,False,False,2,True,False,False,False,False,True,False,False,True,False,Medio
True,11,False,True,True,True,5,False,False,True,False,True,True,True,True,True,False,Bajo
True,10,True,False,False,False,88,False,False,False,True,False,False,False,False,False,False,Alto
False,20,True,True,True,False,30,False,False,True,False,False,True,True,False,True,False,Bajo
True,11,True,False,False,True,66,False,False,True,True,False,False,False,True,False,False,Alto
True,17,True,False,True,False,68,False,True,False,False,False,True,False,False,False,False,Medio
False,10,False,False,True,False,119,False,False,False,False,False,False,False,True,False,False,Medio
True,18,False,False,False,True,5,False,False,True,True,True,False,False,False,False,False,Medio
True,8,True,False,False,False,12,False,False,False,False,True,True,False,True,False,False,Medio
True,12,True,True,True,False,1,False,False,False,False,True,True,False,False,False,False,Medio
False,12,False,True,False,False,51,True,False,True,False,True,False,False,True,False,False,Bajo
True,11,False,True,False,True,117,False,False,True,False,False,False,True,True,False,False,Bajo
True,19,False,True,False,True,50,False,False,False,True,False,False,False,True,False,False,Medio
False,11,False,False,False,False,73,True,False,True,False,False,False,True,True,False,False,Medio
False,8,True,True,False,False,62,False,False,False,False,False,False,False,False,False,False,Medio
False,14,False,True,True,False,15,True,False,True,False,False,True,True,True,False,False,Bajo
True,9,False,True,False,False,33,True,False,True,True,False,False,True,False,True,False,Medio
False,8,False,False,True,False,30,False,False,False,True,False,False,False,False,True,False,Medio
True,12,False,False,False,False,18,False,False,False,False,False,False,False,False,False,False,Medio
True,4,False,True,False,False,67,False,True,False,False,False,False,False,False,False,True,Medio
True,19,False,False,True,False,1,True,False,True,False,False,True,True,False,False,False,Bajo
False,13,False,True,False,False,69,True,True,False,False,True,True,True,True,True,False,Bajo
True,13,False,False,False,True,206,False,False,False,False,True,False,False,False,False,False,Medio
False,14,False,True,True,False,23,True,False,False,False,False,True,False,True,True,False,Bajo
False,7,True,False,False,False,50,False,False,False,True,False,False,True,True,True,False,Medio
False,11,False,False,False,False,128,False,True,False,False,False,False,False,False,False,False,Alto
True,18,False,False,True,True,11,True,True,True,False,False,False,False,True,False,False,Medio
False,9,False,False,False,False,6,False,False,True,True,False,False,False,True,False,False,Alto
True,18,True,True,False,True,20,True,False,True,False,False,True,True,True,True,True,Bajo
True,11,True,True,False,True,18,False,False,False,False,False,True,True,True,True,False,Bajo
False,12,False,False,False,False,36,True,False,True,False,False,True,False,False,False,False,Medio
False,16,False,True,False,False,40,True,False,False,False,False,True,False,True,True,False,Bajo
True,10,False,False,True,True,15,True,False,True,False,False,True,False,True,True,False,Bajo
False,11,False,True,True,True,54,False,False,False,False,True,True,False,True,True,True,Bajo
True,7,False,False,False,False,21,False,False,False,True,False,False,False,True,False,False,Alto
False,15,True,True,True,True,3,True,False,False,False,True,True,True,True,True,False,Bajo
True,7,True,True,False,True,59,True,True,False,False,False,False,True,True,True,False,Medio
True,5,False,False,False,False,7,False,False,False,True,True,False,False,False,False,False,Alto
False,16,True,True,False,False,58,False,False,True,False,True,False,True,True,True,False,Bajo
False,11,False,False,False,False,50,False,True,False,False,True,False,False,True,False,False,Alto
False,20,False,False,False,True,62,True,False,True,False,True,True,False,True,False,False,Bajo
False,4,False,True,False,False,13,False,False,True,False,False,False,False,True,False,False,Medio
False,17,False,True,True,True,2,True,False,False,False,False,True,True,True,True,False,Bajo
False,16,False,True,False,True,8,False,False,False,False,False,True,True,True,True,True,Bajo
True,11,False,False,False,True,172,False,False,True,True,True,False,True,True,False,False,Medio
True,4,False,False,False,True,2,True,True,False,False,True,True,False,False,False,True,Medio
True,11,False,False,True,False,46,False,False,False,True,True,False,False,True,True,False,Medio
False,15,False,False,True,True,62,True,False,True,False,False,True,True,False,True,True,Bajo
True,5,False,False,False,False,10,True,True,False,False,False,False,False,False,False,False,Alto
True,12,True,False,True,False,28,False,False,False,False,False,False,True,True,False,True,Medio
False,10,True,False,False,True,29,False,False,False,True,False,False,False,False,False,False,Medio
True,6,False,True,False,True,105,False,False,False,False,False,False,True,False,False,False,Medio
True,18,True,False,True,False,34,False,False,False,False,False,True,False,False,True,False,Medio
True,12,False,True,True,True,40,False,True,True,False,False,True,False,True,False,False,Bajo
False,14,False,False,True,False,47,False,False,True,False,True,False,False,False,False,False,Medio
False,8,True,False,False,False,59,False,True,False,False,True,True,True,False,False,False,Medio
False,8,False,False,False,False,25,True,True,True,True,False,True,False,False,False,False,Medio
True,9,True,True,True,False,7,True,True,False,False,False,True,False,True,False,False,Medio
True,10,False,False,False,False,98,False,False,False,False,False,False,True,True,False,False,Medio
False,15,True,False,False,True,10,True,True,False,False,False,True,False,False,False,False,Medio
False,6,True,False,True,False,220,True,False,False,False,False,True,True,False,False,False,Medio
False,5,True,False,False,True,35,False,True,True,False,False,False,False,False,False,True,Alto
False,10,True,True,False,True,21,True,False,False,False,False,True,True,False,False,False,Bajo
False,18,True,True,False,True,10,True,True,False,True,False,True,True,True,False,False,Bajo
True,11,True,False,False,True,23,True,False,False,False,False,True,True,True,False,False,Bajo
True,18,False,True,False,False,30,True,False,True,False,False,True,False,False,False,False,Bajo
True,11,False,True,False,False,201,False,True,False,False,False,False,False,False,False,True,Medio
True,13,True,False,True,True,6,False,False,False,False,False,False,True,False,False,False,Medio
True,9,False,False,False,True,5,False,True,False,True,False,False,False,False,False,True,Alto
False,10,True,True,True,False,13,True,False,False,False,False,True,False,True,False,False,Bajo
True,13,True,True,False,False,52,True,False,False,False,True,False,False,True,False,False,Medio
False,11,False,False,True,False,13,False,False,False,False,True,True,True,True,False,False,Medio
False,13,True,False,True,True,42,True,False,False,True,False,True,True,False,False,False,Bajo
True,4,False,False,False,False,143,False,True,False,False,False,False,False,False,False,False,Alto
True,12,False,True,False,False,9,False,False,False,False,True,True,False,True,False,False,Medio
False,10,False,False,False,True,24,True,True,False,False,True,False,False,False,True,False,Medio
False,13,False,False,True,False,14,True,False,True,False,False,True,True,True,False,False,Bajo
True,9,False,False,False,True,15,False,True,False,True,False,False,False,False,False,False,Alto
False,14,False,True,True,True,52,True,False,False,False,True,True,False,True,False,True,Bajo
False,13,False,True,True,True,18,True,False,True,False,False,True,False,False,False,False,Bajo
True,15,False,True,True,True,29,True,False,False,True,False,True,True,False,True,False,Bajo
False,14,False,False,False,False,3,True,False,True,False,True,False,True,False,False,True,Medio
True,5,True,False,False,False,119,False,True,True,False,False,True,False,True,False,False,Medio
True,8,True,False,False,True,56,False,True,True,False,True,False,False,True,False,False,Medio
True,14,False,True,True,False,234,False,False,False,False,False,True,False,True,False,False,Medio
True,12,False,False,True,True,17,False,False,False,False,True,False,False,True,True,True,Medio
False,11,True,True,True,False,51,True,False,False,True,False,False,False,True,False,True,Medio
False,9,True,False,False,True,34,True,False,False,True,False,False,True,True,False,False,Medio
False,20,False,True,True,True,11,True,False,True,False,True,True,False,True,True,False,Bajo
True,14,True,True,True,True,44,False,True,True,False,False,True,False,True,False,False,Bajo
False,14,False,True,True,False,72,True,True,False,False,False,True,True,True,False,False,Bajo
True,11,True,False,False,False,46,False,False,False,False,False,False,False,False,False,False,Medio
True,11,True,True,False,True,2,True,False,True,False,True,False,False,False,False,False,Medio
False,4,False,False,False,False,0,False,True,False,True,False,False,False,False,False,False,Alto
True,10,True,False,False,False,58,True,False,False,False,True,False,False,False,False,False,Medio
False,14,False,True,True,False,23,True,False,False,False,False,True,True,True,False,False,Bajo
True,12,False,False,False,False,19,True,True,False,True,False,False,False,False,True,True,Alto
True,17,False,True,False,False,33,True,False,False,True,False,True,False,True,True,False,Medio
False,9,False,True,True,False,39,False,False,False,False,False,False,True,True,False,False,Medio
False,12,True,False,True,True,45,True,False,True,False,False,True,True,True,True,False,Bajo
True,10,True,False,True,True,47,True,False,False,False,False,False,False,False,True,True,Medio
False,13,False,True,True,True,28,True,False,True,False,False,False,True,True,False,False,Bajo
True,15,True,True,True,True,98,True,True,False,False,False,True,False,True,False,False,Medio
False,18,False,False,True,True,8,True,True,True,False,False,True,False,False,True,False,Bajo
False,13,True,False,True,True,13,True,True,False,False,False,True,False,False,False,False,Medio
False,18,True,True,True,True,29,True,False,False,False,False,False,True,False,True,False,Bajo
False,13,True,True,False,False,181,True,False,False,False,False,True,False,False,False,False,Medio
False,14,True,True,True,False,29,True,False,True,True,False,True,True,False,False,False,Bajo
True,10,True,True,False,False,0,False,True,False,True,True,False,False,True,False,False,Alto
False,16,True,True,True,True,15,True,False,False,False,False,False,False,False,False,False,Bajo
False,15,True,False,True,True,25,True,False,False,False,False,True,False,True,False,False,Bajo
True,12,True,False,True,True,1,False,False,False,False,True,False,False,False,False,False,Alto
False,12,False,True,True,True,76,False,False,False,False,True,True,True,False,True,False,Bajo
False,9,True,True,True,True,8,True,False,False,False,False,True,True,True,True,False,Bajo
False,11,False,False,False,True,31,False,True,False,False,False,False,False,False,False,False,Medio
False,17,True,False,False,True,1,True,False,False,False,True,True,False,True,True,False,Bajo
False,4,False,True,True,False,104,True,False,False,True,False,False,False,False,False,False,Medio
